publisher,genres,game,title,release_date,price,id,developer
IQ Publishing,"['Casual', 'Indie']",Ego Protocol Demo,Ego Protocol Demo,2016,,426110,Static Dreams
"Fun4Family, Plug In Digital",['Casual'],Classic Fun Collection 5 in 1,Classic Fun Collection 5 in 1,2016,3.99,431300,3DDUO
,,IS Defense Editor,IS Defense Editor,2016,,451330,
André Bertaglia,"['Action', 'Adventure', 'Indie']",Bibou,Bibou,2016,0.99,464760,André Bertaglia
Iceberg Interactive,"['Indie', 'Simulation', 'Strategy', 'Early Access']",Starship Corporation,Starship Corporation,2016,19.99,292330,Coronado Games
Bossa Studios,['Simulation'],Worlds Adrift Island Creator,Worlds Adrift Island Creator,2016,0,271920,Bossa Studios
Rainbow Goats Studio,"['Casual', 'Free to Play', 'Indie', 'Racing']",Skyreach,Skyreach,2016,0,461970,Rainbow Goats Studio
Fenghuang Game,"['Adventure', 'Casual', 'RPG', 'Simulation', 'Strategy']",侠客风云传(Tale of Wuxia),侠客风云传(Tale of Wuxia),2016,16.99,377530,Heluo Studio
Buka Entertainment,"['Casual', 'Simulation', 'Strategy']",New Yankee in King Arthur's Court,New Yankee in King Arthur's Court,2016,4.99,462570,Rionix
10tons Ltd,"['Action', 'Adventure', 'Indie', 'RPG']",Neon Chrome,Neon Chrome,2016,14.99,428750,10tons Ltd
,"['Action', 'Adventure', 'Indie', 'RPG']",Neon Chrome Original Soundtrack,Neon Chrome Original Soundtrack,2016,4.99,453250,10tons Ltd
Volumetric Games,"['Action', 'Adventure', 'Indie']",Left Alone,Left Alone,2016,6.99,417750,Volumetric Games
Ellada Games,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",Niffelheim,Niffelheim,2016,19.99,351100,Ellada Games
Big Fish Games,"['Adventure', 'Casual']",Maze: Subject 360 Collector's Edition,Maze: Subject 360 Collector's Edition,2016,9.99,466000,Mad Head Games
Big Fish Games,"['Casual', 'Strategy']",Grave Mania: Undead Fever,Grave Mania: Undead Fever,2016,6.99,465970,Anino Games
LigaGamesStudio,"['Action', 'Adventure', 'Indie']",Izeriya,Izeriya,2016,0.99,463830,LigaGamesStudio
Idea Factory International,['Strategy'],Hyperdevotion Noire: Ultimate Sango Set,Hyperdevotion Noire: Ultimate Sango Set,2016,0.99,427002,"Idea Factory,Compile Heart,Sting"
Idea Factory International,['Strategy'],Hyperdevotion Noire: Ultimate Event Full Unlock,Hyperdevotion Noire: Ultimate Event Full Unlock,2016,1.99,427004,"Idea Factory,Compile Heart,Sting"
Idea Factory International,['Strategy'],Hyperdevotion Noire: Ultimate Little Rain Set,Hyperdevotion Noire: Ultimate Little Rain Set,2016,0.99,427003,"Idea Factory,Compile Heart,Sting"
Kokua Games,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']",Maui,Maui,2016,0,464700,Kokua Games
Idea Factory International,['Strategy'],Hyperdevotion Noire: Ultimate Party Member “Tiara”,Hyperdevotion Noire: Ultimate Party Member “Tiara”,2016,0.99,427005,"Idea Factory,Compile Heart,Sting"
Idea Factory International,['Strategy'],Hyperdevotion Noire: Ultimate Member “Compa”,Hyperdevotion Noire: Ultimate Member “Compa”,2016,0.99,427007,"Idea Factory,Compile Heart,Sting"
Idea Factory International,['Strategy'],Hyperdevotion Noire: Ultimate Member “Sting”,Hyperdevotion Noire: Ultimate Member “Sting”,2016,0.99,427008,"Idea Factory,Compile Heart,Sting"
Idea Factory International,['Strategy'],Hyperdevotion Noire: Ultimate Member “IF”,Hyperdevotion Noire: Ultimate Member “IF”,2016,0.99,427006,"Idea Factory,Compile Heart,Sting"
Abstract Tree Studio,"['Action', 'Indie', 'Early Access']",30 IMPOSSIBLE LEVELS,30 IMPOSSIBLE LEVELS,2016,3.99,459910,Abstract Tree Studio
,,The Blair Witch Project,The Blair Witch Project,1999,3.99,421560,
,,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,3.99,419310,
,,Texas Chainsaw,Texas Chainsaw,2013,3.99,417720,
,,The Cabin in the Woods,The Cabin in the Woods,2012,3.99,416940,
,,Adventureland,Adventureland,2009,3.99,421220,
OtakuMaker.com,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Puzzle Box,Puzzle Box,2016,9.99,448720,BplusGames
,,12 Rounds 3 Lockdown,12 Rounds 3 Lockdown,2015,3.99,421210,
,,Drive Angry,Drive Angry,2011,3.99,421300,
,,Kickboxer,Kickboxer,2003,3.99,421360,
,,Hesher,Hesher,2011,3.99,421330,
,,Confessions of a Dangerous Mind,Confessions of a Dangerous Mind,2003,3.99,421250,
,,PI,PI,1999,3.99,421390,
,,The Prophecy,The Prophecy,2003,3.99,421410,
,,The Prophecy 2,The Prophecy 2,2001,3.99,421400,
,,Nurse,Nurse,2014,3.99,417550,
,,Requiem for a Dream,Requiem for a Dream,2001,3.99,421430,
,,Rapture-Palooza,Rapture-Palooza,2013,3.99,421420,
,,See No Evil 2,See No Evil 2,2014,3.99,419190,
,,Scary Movie 3,Scary Movie 3,2004,3.99,421510,
,,Scary Movie 2,Scary Movie 2,2001,3.99,421500,
,,School Dance,School Dance,2014,3.99,419180,
,,Warrior,Warrior,2011,3.99,417650,
,,Scary Movie 3.5,Scary Movie 3.5,2005,3.99,421520,
,,Vendetta (2015),Vendetta (2015),2015,3.99,419200,
,,Conan the Barbarian,Conan the Barbarian,2011,3.99,419350,
,,The Last Stand,The Last Stand,2013,3.99,421570,
,,Scream,Scream,1997,3.99,421530,
,,Empire State,Empire State,2013,3.99,421310,
,,Clerks,Clerks,1994,3.99,419300,
,,Kevin Hart: Let Me Explain,Kevin Hart: Let Me Explain,2013,3.99,417820,
,,The Possession,The Possession,2013,3.99,421580,
,,Scream 3,Scream 3,2004,3.99,421540,
,,Jay and Silent Bob Strike Back,Jay and Silent Bob Strike Back,2002,3.99,421350,
,,Swingers,Swingers,1997,3.99,421550,
,,Crank 2: High Voltage,Crank 2: High Voltage,2009,3.99,421280,
,,Daybreakers,Daybreakers,2010,3.99,421290,
,,Bad Lieutenant,Bad Lieutenant,1993,3.99,421230,
,,Leprechaun: In the Hood,Leprechaun: In the Hood,2000,3.99,421380,
,,War,War,2008,3.99,421590,
,,Cooties,Cooties,2015,4.99,426370,
,,Escape Plan,Escape Plan,2013,3.99,417600,
,,Snitch,Snitch,2013,3.99,417800,
,,Escape From New York,Escape From New York,2016,3.99,426430,
,,Cop Land,Cop Land,1998,3.99,426380,
,,Bad Santa,Bad Santa,2003,3.99,417810,
,,Hero,Hero,2004,3.99,426460,
,,Killer Joe,Killer Joe,2012,3.99,417700,
,,Blind Swordsman: Zatoichi,Blind Swordsman: Zatoichi,2004,3.99,426360,
,,Mimic: The Director's Cut,Mimic: The Director's Cut,1998,3.99,426490,
Desert Owl Games LLC,"['Adventure', 'Casual', 'Indie', 'RPG']",The Huntsman: Winter's Curse,The Huntsman: Winter's Curse,2016,0,446990,Desert Owl Games LLC
,,This is Spinal Tap,This is Spinal Tap,1984,3.99,417570,
"Desert Owl Games, LLC","['Adventure', 'Casual', 'Indie', 'RPG']",The Huntsman: Winter's Curse (Book 3),The Huntsman: Winter's Curse (Book 3),2016,4.99,450340,"Desert Owl Games, LLC"
,,Sex Drive,Sex Drive,2008,3.99,417660,
,,Gamer,Gamer,2009,3.99,417680,
"Desert Owl Games, LLC","['Adventure', 'Casual', 'Indie', 'RPG']",The Huntsman: Winter's Curse (Book 2),The Huntsman: Winter's Curse (Book 2),2016,4.99,450350,"Desert Owl Games, LLC"
,,The Hurt Locker,The Hurt Locker,2009,3.99,417690,
,,Meatballs,Meatballs,2003,3.99,441130,
Dancing Developers,"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",TableTop Soccer,TableTop Soccer,2016,0.99,453710,Dancing Developers
,,Reservoir Dogs,Reservoir Dogs,1992,3.99,419360,
,,Warm Bodies,Warm Bodies,2013,3.99,417790,
,,FROM DUSK TILL DAWN,FROM DUSK TILL DAWN,1996,3.99,419320,
,,Jackie Brown,Jackie Brown,2002,3.99,421340,
,,Rounders,Rounders,1999,3.99,421440,
,,Kick-Ass,Kick-Ass,2010,3.99,441110,
,,Sin City,Sin City,2005,3.99,419330,
,,American Psycho,American Psycho,2000,3.99,419340,
Daniel Kim,"['Action', 'Indie', 'Strategy']",Deadweight,Deadweight,2016,4.99,385350,Daniel Kim
Choice of Games,"['Adventure', 'Indie', 'RPG']",It's Killing Time,It's Killing Time,2015,5.99,461650,Choice of Games
Trazzy Entertainment,"['Action', 'Casual', 'Indie', 'Simulation']",Revenge of Roger Rouge,Revenge of Roger Rouge,2016,0.99,443680,Trazzy Entertainment
Blind Mind Studios,"['Indie', 'Strategy']",Star Ruler 2 - Wake of the Heralds,Star Ruler 2 - Wake of the Heralds,2016,9.99,460420,Glacicle
Red Phoenix Studios,"['Casual', 'Indie', 'Strategy']",Poly Towns,Poly Towns,2016,4.99,438730,Red Phoenix Studios
Jason Free,"['Casual', 'Indie']",Bipolar Game,Bipolar Game,2016,4.99,463450,Jason Free
Dogenzaka Lab,['Adventure'],The Men of Yoshiwara: Ohgiya,The Men of Yoshiwara: Ohgiya,2016,15.99,447200,Dogenzaka Lab
,,Blue Mountain State: The Rise of Thadland,Blue Mountain State: The Rise of Thadland,2016,4.99,452700,
astragon Entertainment GmbH,"['Indie', 'Simulation', 'Strategy']",Oil Enterprise,Oil Enterprise,2016,19.99,353630,Crafty Studios
Alawar Entertainment,"['Adventure', 'Casual', 'Strategy']",Weather Lord: Following the Princess Collector's Edition,Weather Lord: Following the Princess Collector's Edition,2015,9.99,456690,Yustas Game Studio
"Adventure Mob, Corbomite Games","['Adventure', 'Casual', 'Indie', 'Early Access']","Bolt Riley, A Reggae Adventure","Bolt Riley, A Reggae Adventure",2016,9.99,331210,"Adventure Mob,Corbomite Games"
Noble Empire Corp.,"['Free to Play', 'Indie', 'Simulation']",World of Guns: Sniper Rifles Pack #1,World of Guns: Sniper Rifles Pack #1,2016,9.99,464210,Noble Empire Corp.
Creaky Corpse Ltd,"['Adventure', 'Indie', 'Strategy']",March of the Living,March of the Living,2016,14.99,458000,Machine 22
Ninja Kiwi,"['Action', 'Free to Play', 'Strategy']",Bloons TD Battles,Bloons TD Battles,2016,0,444640,Ninja Kiwi
Hydrant Games,"['Action', 'Indie', 'RPG', 'Early Access']",Overpower,Overpower,2016,8.99,440280,Hydrant Games
Phung Games,"['Action', 'Casual', 'Indie', 'RPG']",Tank Brawl,Tank Brawl,2016,4.99,436870,Phung Games
Ocean Media LLC,"['Casual', 'Indie', 'Simulation', 'Strategy']",Zotrix - Solar Division,Zotrix - Solar Division,2016,14.99,351720,ZeroBit Games
,"['Free to Play', 'RPG']",The Bottom of the Well - Soundtrack and Wallpaper Bonus Pack,The Bottom of the Well - Soundtrack and Wallpaper Bonus Pack,2016,0,462351,Red Nettle Studio
BeautiFun Games,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",Megamagic: Wizards of the Neon Age,Megamagic: Wizards of the Neon Age,2016,9.99,422650,BeautiFun Games
89AM Studio,"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",3 Coins At School,3 Coins At School,2016,4.99,462110,89AM Studio
Minion Productions Inc.,"['Action', 'Indie']",Infinite Shooter,Infinite Shooter,2016,1.99,458230,Minion Productions Inc.
Gatling Goat Studios,"['Action', 'Casual', 'Indie']",Chicku,Chicku,2016,4.99,443630,Gatling Goat Studios
phime studio LLC,"['Action', 'Indie']",A-Gents,A-Gents,2016,1.99,460910,phime studio LLC
Big Ant Studios,"['Action', 'Adventure', 'Casual', 'Indie']",Masquerade: The Baubles of Doom,Masquerade: The Baubles of Doom,2016,14.99,299380,Big Ant Studios
PixelTail Games,"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer']",Tower Unite - Original Soundtrack,Tower Unite - Original Soundtrack,2016,4.99,461740,William Smith
Artifex Mundi,"['Adventure', 'Casual']",Mythic Wonders: The Philosopher's Stone,Mythic Wonders: The Philosopher's Stone,2016,9.99,458480,Organic 2 Digital Studio
Lagun Victor,"['Casual', 'Indie']",BitRay,BitRay,2016,0.99,462030,Lagun Victor
Klei Entertainment,"['Adventure', 'Indie', 'Simulation']",Don't Starve Together,Don't Starve Together,2016,14.99,322330,Klei Entertainment
Lisa Voronova,"['Action', 'Adventure', 'Indie', 'Sports']",Leave Me Alone: A Trip To Hell,Leave Me Alone: A Trip To Hell,2016,1.99,444520,Lisa Voronova
Focus Home Interactive,['Strategy'],Battlefleet Gothic: Armada,Battlefleet Gothic: Armada,2016,39.99,363680,Tindalos Interactive
Tonguç Bodur,"['Adventure', 'Casual']",Bottle,Bottle,2016,1.99,463030,Tonguç Bodur
Peace,"['Action', 'Adventure', 'Indie']",Jackal,Jackal,2016,2.99,454040,Peace
,"['Animation &amp; Modeling', 'Design &amp; Illustration']",Qubicle Utility Module,Qubicle Utility Module,2016,9.99,456231,Minddesk Software GmbH
,"['Animation &amp; Modeling', 'Design &amp; Illustration']",Qubicle Professional License,Qubicle Professional License,2016,99.99,464560,Minddesk Software GmbH
,"['Animation &amp; Modeling', 'Design &amp; Illustration']",Qubicle Mesh Module,Qubicle Mesh Module,2016,24.99,456230,Minddesk Software GmbH
,"['Animation &amp; Modeling', 'Design &amp; Illustration']",Qubicle Voxelizer Module,Qubicle Voxelizer Module,2016,24.99,456110,Minddesk Software GmbH
"Black Forest Games, THQ Nordic","['Action', 'Indie']",Rogue Stormers,Rogue Stormers,2016,19.99,299480,Black Forest Games
Crowbox,"['Indie', 'Simulation', 'Strategy', 'Early Access']",Endciv,Endciv,2016,7.99,444650,Crowbox
Forever Entertainment S. A.,"['Action', 'Casual', 'Indie']",Frederic: Resurrection of Music Director's Cut,Frederic: Resurrection of Music Director's Cut,2016,5.99,453100,Forever Entertainment S. A.
Relative Games,"['Action', 'Adventure', 'Indie', 'Early Access']",CounterAttack,CounterAttack,2016,7.99,451600,Relative Games
Badland Games,"['Action', 'Indie']",Demon's Crystals,Demon's Crystals,2016,4.99,454610,"Byte4Games,StarCruiser Studio"
Antanas Marcelionis,"['Casual', 'Indie', 'Simulation', 'Strategy']",The Howler,The Howler,2016,1.99,306040,"Antanas Marcelionis,Renė Petrulienė"
SIGONO INC.,"['Adventure', 'Indie']",OPUS: The Day We Found Earth,OPUS: The Day We Found Earth,2016,8.99,457680,SIGONO INC.
"Flyhigh Works, CIRCLE Entertainment","['Action', 'Adventure', 'Indie', 'RPG']",Witch and Hero(魔女と勇者),Witch and Hero(魔女と勇者),2016,4.99,434130,"FK Digital,Flyhigh Works"
,"['Adventure', 'Indie']",OPUS Original Soundtrack,OPUS Original Soundtrack,2016,6.99,458740,Team Signal
505 Games,"['Adventure', 'Indie']",The Guest - Original Soundtrack,The Guest - Original Soundtrack,2016,0,464580,Team Gotham
Yukitama Creative Industries,"['Indie', 'Strategy']","Gremlins, Inc. – Uninvited Guests","Gremlins, Inc. – Uninvited Guests",2016,4.99,458160,"Alexey Bokulev,Sergei Klimov,Charlie Oscar Lima Tango Interactive Entertainment"
,"['Action', 'Indie']",XO-Planets OST,XO-Planets OST,2016,5.99,464460,Bohfam
Bohfam,"['Action', 'Indie', 'RPG', 'Early Access']",XO-Planets,XO-Planets,2015,7.99,439730,Bohfam
Aerosoft GmbH,"['Simulation', 'Strategy']",Bridge! 2,Bridge! 2,2016,9.99,434090,toxtronyx interactive GmbH
Surprise Attack,"['Action', 'Indie']",Western Press,Western Press,2016,4.99,377360,Bandit-1
Nyu Media,"['Action', 'Indie']",WOLFLAME,WOLFLAME,2016,5.99,448160,ASTRO PORT
bitComposer Interactive GmbH,"['Action', 'Indie']",My Night Job,My Night Job,2016,3.99,437100,Webcore Games
Eforb,"['Free to Play', 'Massively Multiplayer', 'RPG', 'Early Access']",The SKIES,The SKIES,2016,0,337950,Eforb
increpare games,['Indie'],Stephen's Sausage Roll,Stephen's Sausage Roll,2016,29.99,353540,increpare games
GP Games,"['Action', 'Free to Play']",Plastic Playground,Plastic Playground,2016,0,458560,Tomorrow Arts
Christian Reuter,['Indie'],Typefighters (Steam Edition),Typefighters (Steam Edition),2016,1.99,434290,Christian Reuter
,"['Adventure', 'Indie']",Mimpi Dreams OST,Mimpi Dreams OST,2016,0,459110,Silicon Jelly
Rebellion,"['Action', 'Strategy']",Battlezone 98 Redux,Battlezone 98 Redux,2016,19.99,301650,Big Boat Interactive
Sekai Project,"['Casual', 'Indie']",Narcissu 10th Anniversary Anthology Project - A Little Iris,Narcissu 10th Anniversary Anthology Project - A Little Iris,2016,9.99,461250,stage-nana
,"['Action', 'Adventure', 'Indie', 'RPG']",Official Guide - Inexistence,Official Guide - Inexistence,2016,2.99,463600,Jonathan BRASSAUD
Jonathan BRASSAUD,"['Action', 'Adventure', 'Indie', 'RPG']",Inexistence,Inexistence,2016,2.99,444720,Jonathan BRASSAUD
Critical Games,"['Adventure', 'Indie', 'RPG']",Tales Across Time,Tales Across Time,2016,2.99,461710,Critical Games
"Spike Chunsoft Co., Ltd.",['Adventure'],Danganronpa 2: Goodbye Despair,Danganronpa 2: Goodbye Despair,2016,19.99,413420,"Spike Chunsoft Co., Ltd.,Abstraction Games"
Dovetail Games,['Simulation'],FSX: Steam Edition - VFR Poland Region SW Add-On,FSX: Steam Edition - VFR Poland Region SW Add-On,2016,24.99,433743,SimDesign
Dovetail Games,['Simulation'],FSX: Steam Edition - VFR Poland Region NW Add-On,FSX: Steam Edition - VFR Poland Region NW Add-On,2016,24.99,433742,SimDesign
Trazzy Entertainment,"['Casual', 'Indie', 'Simulation']",JiPS,JiPS,2016,2.99,454460,Trazzy Entertainment
SCS Software,"['Indie', 'Simulation']",Euro Truck Simulator 2 - Hungarian Paint Jobs Pack,Euro Truck Simulator 2 - Hungarian Paint Jobs Pack,2016,0.99,388479,SCS Software
SCS Software,"['Indie', 'Simulation']",Euro Truck Simulator 2 - Turkish Paint Jobs Pack,Euro Truck Simulator 2 - Turkish Paint Jobs Pack,2016,0.99,388474,SCS Software
Hex Entertainment,"['Adventure', 'Free to Play', 'RPG', 'Strategy']",HEX: Shards of Fate,HEX: Shards of Fate,2016,87.94,410380,Hex Entertainment
Green Man Gaming Publishing,"['Action', 'Adventure', 'RPG', 'Early Access']",The Black Death,The Black Death,2016,19.99,412450,"Syrin Studios,Small Impact Games"
Aeonic Entertainment,"['Action', 'Indie']",Action Legion,Action Legion,2016,5.99,431630,Aeonic Entertainment
Firehawk Studios,"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",Voxel Warfare Online,Voxel Warfare Online,2016,0.99,454150,Firehawk Studios
Destructive Creations,"['Action', 'Indie']",IS Defense,IS Defense,2016,5.99,448370,Destructive Creations
Versus Evil,"['Indie', 'RPG', 'Strategy']",The Banner Saga 2,The Banner Saga 2,2016,19.99,281640,Stoic
,['Action'],Tom Clancy's Rainbow Six® Siege - Cyan Weapon Skin,Tom Clancy's Rainbow Six® Siege - Cyan Weapon Skin,2016,2.99,455572,Ubisoft Montreal
,"['Action', 'RPG']",Dying Light - Gun Psycho Bundle,Dying Light - Gun Psycho Bundle,2016,2.99,436081,Techland
,"['Action', 'RPG']",Dying Light - Volatile Hunter Bundle,Dying Light - Volatile Hunter Bundle,2016,2.99,436082,Techland
Techland,"['Action', 'RPG']",Dying Light - Harran Ranger Bundle,Dying Light - Harran Ranger Bundle,2016,2.99,436080,Techland
,"['Casual', 'Simulation']",Rocksmith® 2014 – Judas Priest - “Electric Eye”,Rocksmith® 2014 – Judas Priest - “Electric Eye”,2016,2.99,436604,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – Extreme - “Play With Me”,Rocksmith® 2014 – Extreme - “Play With Me”,2016,2.99,436605,Ubisoft - San Francisco
Games Starter,"['Action', 'Adventure', 'Indie']",Flat Kingdom Paper's Cut Edition,Flat Kingdom Paper's Cut Edition,2016,7.99,405970,Fat Panda Games
,"['Casual', 'Simulation']",Rocksmith® 2014 – Devo - “Girl U Want”,Rocksmith® 2014 – Devo - “Girl U Want”,2016,2.99,436606,Ubisoft - San Francisco
Devolver Digital,"['Adventure', 'Indie']",Hatoful Boyfriend: Holiday Star Collector's Edition DLC,Hatoful Boyfriend: Holiday Star Collector's Edition DLC,2016,6.99,463090,Mediatonic
BME Digital Studios,"['Action', 'Adventure', 'Indie']",Worst Case Z,Worst Case Z,2016,12.99,450030,BME Digital Studios
Sergey Bobrov,"['Adventure', 'Indie']",Planet in the Shadows,Planet in the Shadows,2016,3.99,448820,Sergey Bobrov
378 Publishing LTD,"['Action', 'Adventure', 'Indie', 'Early Access']",Tyrfing  Cycle |Vanilla|,Tyrfing  Cycle |Vanilla|,2016,7.99,429430,Demon Sword Games
DiPi Games,"['Action', 'Adventure', 'Indie']",Gravity Den,Gravity Den,2016,4.99,454970,DiPi Games
Trapdoor Games,['Indie'],Night Blights,Night Blights,2016,4.99,446910,"Trapdoor Games,Hot Cross Games"
Trion Worlds,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']",Trove - Double Dragon Pack,Trove - Double Dragon Pack,2016,19.99,462920,Trion Worlds
Snowrunner Games,"['Action', 'Simulation']",Soda Drinker Pro,Soda Drinker Pro,2016,4.99,347720,Snowrunner Games
Square Enix,['RPG'],FINAL FANTASY IX,FINAL FANTASY IX,2016,20.99,377840,Square Enix
XPAGAME,"['Action', 'Indie']",Zombie Parking,Zombie Parking,2016,0.99,449090,XPAGAME
Dovetail Games - Trains,['Simulation'],Train Simulator: Black Forest Journeys: Freiburg-Hausach Route Add-On,Train Simulator: Black Forest Journeys: Freiburg-Hausach Route Add-On,2016,19.99,376936,Rail Magic
electrolyte,"['Action', 'Indie']",ICARUS.1,ICARUS.1,2016,6.99,395470,electrolyte
Square Enix,"['Adventure', 'Indie']",Goetia,Goetia,2016,14.99,421740,Sushee
Rotten Mage,"['Action', 'Indie']",Spacejacked - Soundtrack,Spacejacked - Soundtrack,2016,0,461060,Rotten Mage
Focus Home Interactive,"['RPG', 'Strategy']",Mordheim: City of the Damned - Doomweaver,Mordheim: City of the Damned - Doomweaver,2016,1.99,450811,Rogue Factor
Immersed Games,"['Casual', 'Indie', 'Simulation', 'Strategy']",Tyto Ecology,Tyto Ecology,2016,6.99,453750,Immersed Games
"PlayStation Mobile, Inc.","['Adventure', 'Casual', 'Indie']",Everybody's Gone to the Rapture,Everybody's Gone to the Rapture,2016,19.99,417880,The Chinese Room
Xorcerox,"['Adventure', 'Casual']",XorceD - Sashiro's Laedrum,XorceD - Sashiro's Laedrum,2016,12.99,454170,Xorcerox
Playdius,"['Action', 'Adventure', 'Indie', 'RPG']",Aurion: Legacy of the Kori-Odan - Official OST,Aurion: Legacy of the Kori-Odan - Official OST,2016,4.99,436420,Kiro'o Games
"Playdius, Plug In Digital","['Action', 'Adventure', 'Indie', 'RPG']",Aurion: Legacy of the Kori-Odan,Aurion: Legacy of the Kori-Odan,2016,14.99,368080,Kiro'o Games
Focus Home Interactive,"['RPG', 'Strategy']",Mordheim: City of the Damned - Wolf-Priest of Ulric,Mordheim: City of the Damned - Wolf-Priest of Ulric,2016,1.99,450810,Rogue Factor
bitComposer Interactive GmbH,['Indie'],Wobbly Jungle,Wobbly Jungle,2016,1.99,437090,Sourena Game Studio
,"['Casual', 'Simulation']",Rocksmith® 2014 – Disturbed - “Ten Thousand Fists”,Rocksmith® 2014 – Disturbed - “Ten Thousand Fists”,2016,2.99,436602,Ubisoft - San Francisco
Eyemobi Ltd.,['Indie'],Phantasmal: Survival Horror Roguelike,Phantasmal: Survival Horror Roguelike,2016,14.99,342550,Eyemobi Ltd.
,"['Casual', 'Simulation']",Rocksmith® 2014 – Disturbed Song Pack II,Rocksmith® 2014 – Disturbed Song Pack II,2016,11.99,436603,Ubisoft - San Francisco
Leveled Games,"['Action', 'Adventure', 'Casual', 'Indie']",Marble Void,Marble Void,2016,4.99,453650,Leveled Games
Sometimes You,"['Indie', 'RPG']",Dear RED - Extended,Dear RED - Extended,2016,2.99,453850,Lee Sang
Hamster On Coke Games,"['Casual', 'Indie']",Zenge,Zenge,2016,0.99,461840,Michal Pawlowski
Dogenzaka Lab,['Adventure'],Pub Encounter,Pub Encounter,2016,17.99,447190,Dogenzaka Lab
Heart Machine,"['Action', 'RPG']",Hyper Light Drifter Original Soundtrack,Hyper Light Drifter Original Soundtrack,2016,4.99,453020,Heart Machine
BANDAI NAMCO Entertainment,"['Action', 'Adventure']",NARUTO SHIPPUDEN: Ultimate Ninja STORM 4 - Gaara's Tale Extra Scenario Pack,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4 - Gaara's Tale Extra Scenario Pack,2016,9.99,416421,CyberConnect2 Co. Ltd.
Dharker Studio,"['Adventure', 'Casual', 'Indie']",Club Life,Club Life,2016,9.99,404180,Dharker Studio
Moonradish Inc.,"['Action', 'Indie', 'Sports']",Wand Wars,Wand Wars,2016,11.99,422110,Moonradish Inc.
Aerosoft GmbH,['Simulation'],X-Plane 10 AddOn - Aerosoft - Airport Pullman-Moscow,X-Plane 10 AddOn - Aerosoft - Airport Pullman-Moscow,2016,19.99,339398,Dirk Jacobi
Dharker Studio,"['Adventure', 'Casual', 'Indie']",Club Life - Soundtrack,Club Life - Soundtrack,2016,4.99,452900,Dharker Studio
Dinofarm Games,['Strategy'],Auro: A Monster-Bumping Adventure,Auro: A Monster-Bumping Adventure,2016,1.99,459680,Dinofarm Games
JE Software,"['Adventure', 'Indie', 'Strategy']",Last Hope - Tower Defense,Last Hope - Tower Defense,2016,8.99,434020,JE Software
BlueLine Games,"['Casual', 'Free to Play', 'Indie', 'Strategy']",Simply Chess - Premium Upgrade!,Simply Chess - Premium Upgrade!,2016,4.99,451690,BlueLine Games
Ignishot,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Video Production']",Grand Designer,Grand Designer,2016,49.99,372590,Ignishot
"Marvelous, Autumn Games","['Action', 'Indie']",Skullgirls 2nd Encore Upgrade,Skullgirls 2nd Encore Upgrade,2016,14.99,447510,Lab Zero Games
"FromSoftware, Inc., BANDAI NAMCO Entertainment",['Action'],DARK SOULS™ III,DARK SOULS™ III,2016,59.99,374320,"FromSoftware, Inc."
,,The Invitation,The Invitation,2016,6.99,460710,
The Secret Games Company,"['Adventure', 'Indie', 'RPG']",Kim - Soundtrack,Kim - Soundtrack,2016,5.99,436990,The Secret Games Company
Rainssong,"['Casual', 'Indie']",Zasa - An AI Story,Zasa - An AI Story,2016,0.99,447240,Rainssong
Fluffy Kitten Studios,"['Indie', 'Massively Multiplayer', 'Simulation', 'Strategy']",Ascent - The Space Game,Ascent - The Space Game,2016,19.99,345010,Fluffy Kitten Studios
Bethesda Softworks,['RPG'],Fallout 4 - Wasteland Workshop,Fallout 4 - Wasteland Workshop,2016,4.99,435880,Bethesda Game Studios
WJLE GAME,"['Action', 'Adventure', 'Indie', 'RPG']",Devil Sealing Stone,Devil Sealing Stone,2016,7.99,432540,WJLE  GAME
Spearhead Games,"['Action', 'Adventure', 'Indie', 'RPG']",Stories: The Path of Destinies,Stories: The Path of Destinies,2016,14.99,439190,Spearhead Games
,['Action'],Tom Clancy's Rainbow Six® Siege - Topaz Weapon Skin,Tom Clancy's Rainbow Six® Siege - Topaz Weapon Skin,2016,2.99,455570,Ubisoft Montreal
,"['Action', 'Adventure', 'RPG']",Tom Clancy's The Division™ - Sports Fan Outfit Pack,Tom Clancy's The Division™ - Sports Fan Outfit Pack,2016,4.99,459500,Massive Entertainment
AGM PLAYISM,"['Action', 'Indie']",Ace of Seafood,Ace of Seafood,2016,11.99,450500,Nussoft
